ref,content,tune,dance,quality,year,instrument,performer,parish,origin,collector,notes,comments,archive,datatype,file,duration,kivike,order
"ERA, Fon. 94 a",Vinne laulu perrä,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0094--a)--Vinne_laulu_perra__srvpl.mp3,24.255,,177
"ERA, Fon. 94 b","Neio, neio-jallõ-kõsõ",,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0094--b)--Neio_neio-jalle-kese__srvpl.mp3,17.845,,178
"ERA, Fon. 94 c",Neiokõne...,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0094--c)--Neiokene__srvpl.mp3,16.701,,179
"ERA, Fon. 94 d",Kaas'kutmine,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0094--d)--Kaas-kutmine__srvpl.mp3,22.693,,180
"ERA, Fon. 94 e",Mõrsja ikkemine,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0094--e)--Morsja_ikkemine__srvpl.mp3,20.286,,181
"ERA, Fon. 94 f",Pöörä-ääl,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0094--f)--Poora-aal__srvpl.mp3,20.79,,182
"ERA, Fon. 94 g",Hoi tara poisikõsõ,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0094--g)--Hoi-tara_poisikese__srvpl_2x.mp3,40.222,,183
"ERA, Fon. 95 a",Kuulja ikkemine,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0095--a)--Kuulja_ikkemine__srvpl.mp3,23.926,,184
"ERA, Fon. 95 b",Neitsotamine,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0095--b)--Neitsotamine__srvpl.mp3,16.636,,185
"ERA, Fon. 95 c","Mõtsa, kul'la kar'akõnõ",,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0095--c)--Motsa_kulla_karakene__srvpl.mp3,15.67,,186
"ERA, Fon. 95 f",Sööge...,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0095--f)--Sooge-__srvpl.mp3,14.42,,187
"ERA, Fon. 95 g",Vinne laul,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0095--g)--Vinne_laul__srvpl.mp3,15.918,,188
"ERA, Fon. 95 h",,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0095--h)--pillilugu__srvpl.mp3,12.144,,189
"ERA, Fon. 95 i",Tsuu-ks tsuu,,,,1913,sarvepill,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0095--i)--Tsuu-ks_tsuu__srvpl.mp3,17.784,,190
"ERA, Fon. 96 a",Vellekese noorekese,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0096--a)--Vellekese_noorekese__viul.mp3,23.972,,191
"ERA, Fon. 96 b",Pöörä-ääl,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0096--b)--Poora-aal__viul.mp3,20.577,,192
"ERA, Fon. 96 c",Vinne tükk,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0096--c)--Vinne_tykk__viul.mp3,20.502,,193
"ERA, Fon. 96 d",Mõrsja ikkemine,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0096--d)--Morsja_ikkemine__viul.mp3,19.122,,194
"ERA, Fon. 96 e",Setu kargus,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0096--e)--Setu_kargus__viul.mp3,23.421,,195
"ERA, Fon. 96 f",Vastatside kargamine,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0096--f)--Vastatside_kargamine__viul_2x.mp3,26.981,,196
"ERA, Fon. 96 g",Ümbre tsõõri,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0096--g)--Ymbre_tsoori__viul.mp3,27.406,,197
"ERA, Fon. 97 a",Vinne laul,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0097--a)--Vinne_laul__viul.mp3,19.395,,198
"ERA, Fon. 97 b",Tsuu-tsuu,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0097--b)--Tsuu-tsuu__viul.mp3,15.883,,199
"ERA, Fon. 97 c",Koolja ikkemine,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0097--c)--Koolja_ikkemine__viul.mp3,27.713,,200
"ERA, Fon. 97 d",Ketra Liiso,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0097--d)--Ketra_Liiso__viul.mp3,25.731,,201
"ERA, Fon. 97 e",Viiuli pillilugu,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0097--e)--pillilugu__viul.mp3,15.009,,202
"ERA, Fon. 97 g",Hoi tara poisikene,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0097--g)--Hoi_tara_poisikene__viul.mp3,16.515,,203
"ERA, Fon. 97 h",Vellekese noorekese,,,,1913,viiul,Vanase Juri,Setumaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0097--h)--Vellekese_noorekese__viul.mp3,21.848,,204
"ERA, Fon. 103 a",,,,,1913,"svirelka, kannel",Artemi Lukin,välismaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0103--a)--pillilugu__svirelka_srvpl.mp3,20.66,,205
"ERA, Fon. 103 b",,,,,1913,"svirelka, kannel",Artemi Lukin,välismaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0103--b)--pillilugu__svirelka_srvpl.mp3,17.781,,206
"ERA, Fon. 103 c",,,,,1913,"svirelka, kannel",Artemi Lukin,välismaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0103--c)--pillilugu__svirelka_srvpl.mp3,18.212,,207
"ERA, Fon. 103 d",,,,,1913,"svirelka, kannel",Artemi Lukin,välismaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0103--d)--pillilugu__svirelks_srvpl.mp3,32.41,,208
"ERA, Fon. 103 e",,,,,1913,"svirelka, kannel",Artemi Lukin,välismaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0103--e)--pillilugu__svirelka_srvpl.mp3,24.156,,209
"ERA, Fon. 103 f",,,,,1913,"svirelka, kannel",Artemi Lukin,välismaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0103--f)--pillilugu__svirelka_srvpl.mp3,26.445,,210
"ERA, Fon. 103 g",,,,,1913,"svirelka, kannel",Artemi Lukin,välismaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0103--g)--pillilugu__svirelka_srvpl.mp3,12.483,,211
"ERA, Fon. 103 h",,,,,1913,"svirelka, kannel",Artemi Lukin,välismaa,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0103--h)--pillilugu__svirelka_srvpl.mp3,9.738,,212
"ERA, Fon. 104 a",Ingliska,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0104--a)--Ingliska__viul.mp3,45.579,,213
"ERA, Fon. 104 b",Pikk ingliska,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0104--b)--Pikk_ingliska__viul.mp3,66.83,,214
"ERA, Fon. 104 c",Vana Harju valts,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0104--c)--Vana-Harju_valts__viul.mp3,26.331,,215
"ERA, Fon. 105 a",Polka,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0105--a)--Polka__viul.mp3,35.621,,216
"ERA, Fon. 105 b",Suome kadril,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0105--b)--Soome_kadril__viul.mp3,72.085,,217
"ERA, Fon. 105 c",Vana polka,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0105--c)--Vana_polka__viul.mp3,27.355,,218
"ERA, Fon. 105 d",,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0105--d)--pillilugu__viul.mp3,18.706,,219
"ERA, Fon. 106 a",Karjasarve tükk,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0106--a)--Karjasarvi_tykk__viul.mp3,24.375,,220
"ERA, Fon. 106 b",Kupparimuori,Kupparimuori,,Q5,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",TR,ERA_Fon/FN-0106--b)--Kupparimuori__viul.mp3,35.991,,221
"ERA, Fon. 106 c",Tüüskapolka,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0106--c)--Tyyska_polka__viul.mp3,27.91,,222
"ERA, Fon. 106 d",Labajalavalts,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0106--d)--Labajalavalts__viul.mp3,21.941,,223
"ERA, Fon. 106 e",Kasatski,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0106--e)--Kasatski__viul.mp3,19.612,,224
"ERA, Fon. 106 f",Masurka,,,,1913,viiul,Juhannes Sepp,Jõelähtme khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0106--f)--Masurka__viul.mp3,32.489,,225
"ERA, Fon. 109 a",Labajalavalts,,,,1913,torupill,Jakob Kilström,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0109--a)--Labajalavalts__trpil.mp3,50.764,,226
"ERA, Fon. 109 b",Pärliin,,,,1913,torupill,Jakob Kilström,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0109--b)--Parliin__trpil.mp3,54.3,,227
"ERA, Fon. 109 c",Saajalaul,,,,1913,torupill,Jakob Kilström,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0109--c)--Saajalaul__trpil.mp3,66.501,,228
"ERA, Fon. 110 a",Vuoritants,,,,1913,torupill,Jakob Kilström,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0110--a)--Vuortants__trpil.mp3,38.1,,229
"ERA, Fon. 110 b",Räditants,,,,1913,torupill,Jakob Kilström,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0110--b)--Raditants__trpil.mp3,34.897,,230
"ERA, Fon. 110 c",Lõppe,,,,1913,torupill,Jakob Kilström,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0110--c)--Loppe__trpil.mp3,29.233,,231
"ERA, Fon. 110 e",Paruski,,,,1913,torupill,Jakob Kilström,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0110--e)--Paruski__trpil.mp3,38.104,,232
"ERA, Fon. 111 a",Ingliska,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0111--a)--Ingliska__viul.mp3,39.491,,233
"ERA, Fon. 111 b",Vana labajalavalts,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0111--b)--Vana_labajalavalts__viul.mp3,18.51,,234
"ERA, Fon. 111 c",Vana valts,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0111--c)--Vana_valts__viul.mp3,33.724,,235
"ERA, Fon. 111 d",Torupillivalts,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0111--d)--Torupillivalts__viul.mp3,65.697,,236
"ERA, Fon. 112 a",Pirupolka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0112--a)--Pirupolka__viul.mp3,30.739,,237
"ERA, Fon. 112 b",Vingerpolka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0112--b)--Vingerpolka__viul.mp3,22.19,,238
"ERA, Fon. 112 c",Mustlasepolka,Mustlasepolka,,Q4,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",TR,ERA_Fon/FN-0112--c)--Mustlasepolka__viul.mp3,20.165,,239
"ERA, Fon. 112 d",Pärliin,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0112--d)--Parliin__viul.mp3,29.941,,240
"ERA, Fon. 112 e",Polka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0112--e)--Polka__viul.mp3,34.731,,241
"ERA, Fon. 113 a",Polka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0113--a)--Polka__viul.mp3,18.296,,242
"ERA, Fon. 113 b",Vana polka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0113--b)--Vana_polka__viul.mp3,35.072,,243
"ERA, Fon. 113 c",Polka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0113--c)--Polka__viul.mp3,35.986,,244
"ERA, Fon. 113 d",Polka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0113--d)--Polka__viul.mp3,34.664,,245
"ERA, Fon. 113 e",Kupparimoori,Kupparimuori,,Q5,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",TR,ERA_Fon/FN-0113--e)--Kupparimuori__viul.mp3,27.561,,246
"ERA, Fon. 114 a",Polka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0114--a)--Polka__viul.mp3,36.122,,247
"ERA, Fon. 114 b",Kupparimuori,Kupparimuori,,Q5,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",TR,ERA_Fon/FN-0114--b)--Kupparimuori__viul.mp3,35.312,,248
"ERA, Fon. 114 c",Valts,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0114--c)--Valts__viul.mp3,38.796,,249
"ERA, Fon. 114 d",Polkamasurka,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0114--d)--Polkamasurka__viul.mp3,36.074,,250
"ERA, Fon. 115 a",Sabatants,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,Torupill?,,"ERA, Fon.",,ERA_Fon/FN-0115--a)--Sabatants__viul.mp3,49.565,,251
"ERA, Fon. 115 b",Viru mage,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0115--b)--Viru_mage__viul.mp3,26.158,,252
"ERA, Fon. 115 c","Üks, kaks, kolm","Üks, kaks, kolm...",,Q5,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",TR,ERA_Fon/FN-0115--c)--Yks-kaks-kolm__viul.mp3,23.559,,253
"ERA, Fon. 115 d",Pulmamarss,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0115--d)--Pulmamarss__viul.mp3,44.989,,254
"ERA, Fon. 115 e",Kivikasukas,,,,1913,viiul,Eduard Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0115--e)--Kivikasukas__viul.mp3,22.683,,255
"ERA, Fon. 116 a",Vana kitsesarve lugu asdasdasdasd asd asd,,,,1913,pajupill/vilepill,Tõnu Sestverk,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0116--a)--Vana_kitsesarve_lugu__vile.mp3,15.138,,256
"ERA, Fon. 116 b",Kitsesarvelugu,,,,1913,pajupill/vilepill,Tõnu Sestverk,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0116--b)--Kitsesarvelugu__vile.mp3,38.863,,257
"ERA, Fon. 116 c",Kitsesarvelugu,,,,1913,pajupill/vilepill,Tõnu Sestverk,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0116--c)--Kitsesarvelugu__vile.mp3,32.124,,258
"ERA, Fon. 116 d",Lill-tudu,,,,1913,?,Mart Masurin,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0116--d)--Lill-tudu__vile.mp3,16.094,,259
"ERA, Fon. 116 e",,,,,1913,?,Mart Masurin,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0116--e)--Pillilugu__vile.mp3,18.817,,260
"ERA, Fon. 116 f",,,,,1913,?,Mart Masurin,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0116--f)--Pillilugu__vile.mp3,18.426,,261
"ERA, Fon. 116 g",,,,,1913,?,Mart Masurin,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0116--g)--Pillilugu__vile.mp3,13.014,,262
"ERA, Fon. 116 h",,,,,1913,?,Mart Masurin,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0116--h)--Pillilugu__vile.mp3,12.728,,263
"ERA, Fon. 117 a",,,,,1913,vile,Jaan Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0117--a)--Pillilugu__vile.mp3,11.432,,264
"ERA, Fon. 117 b",Pill lõppeb. Tegelikult sisaldab salvestus kahte pillilugu (vt. märkust).,,,,1913,vile,Mart Masurin,Kuusalu khk.,,Armas Otto Väisänen,"Salvestus/pala koosneb kahest pilliloost. Soovitav on neile edaspidi viidata: ERA, Fon. 117 b1 ja ERA, Fon. 117 b2. A. O. Väisäse käsikirjas EÜS X 1088 on 117 a noot ja 117 b noot, tegelikult aga vastab noodistus a) pala ERA, Fon. 117 b esimesele loole (117 b1) ja noodistus b) vastab 117 b teisele loole (117 b2). Mõlemat lugu mängib üsna kindlalt Mart Masurin, kuid käsikirjas on esimese noodistuse nurgal Jaan Aaman. Käsikirjas on viga, mõlemad lood on Cätlin Mägi hinnangul mängitud samakõlalise vilega.",,"ERA, Fon.",,ERA_Fon/FN-0117--b)--Pill_loppeb__vile.mp3,29.32,,265
"ERA, Fon. 117 c",,,,,1913,vile,Mart Masurin,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0117--c)--Pillilugu__vile.mp3,18.203,,266
"ERA, Fon. 117 d",Tule lilli tudu,,,,1913,vile,Mart Masurin,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0117--d)--Tule_lilli_tudu__vile.mp3,19.742,,267
"ERA, Fon. 117 e",,,,,1913,vile,Jaan Aaman,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0117--e)--Pillilugu__vile.mp3,26.697,,268
"ERA, Fon. 117 f",,,,,1913,pajupill,Tõnu Sestverk,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0117--f)--Pillilugu__vile.mp3,25.022,,269
"ERA, Fon. 117 g","Oh ütle, armas neiuke",,,,1913,lehepill,Tõnu Sestverk,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0117--g)--Oh_ytle_armas_neiuke__lehepil.mp3,21.01,,270
"ERA, Fon. 117 h","Kiigele, kiigele, külä naised",,,,1913,lehepill,Tõnu Sestverk,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0117--h)--Kiigele-kiigele_kylanaised__lehepil.mp3,15.206,,271
"ERA, Fon. 120 a",Valts,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0120--a)--Valts__trpil.mp3,24.067,,272
"ERA, Fon. 120 b",Valts,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0120--b)--Valts__trpil.mp3,30.952,,273
"ERA, Fon. 120 c",Valts,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0120--c)--Valts__trpil.mp3,33.372,,274
"ERA, Fon. 120 d",Vana rannatants,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0120--d)--Vana_rannatants__trpil.mp3,24.945,,275
"ERA, Fon. 122 a","Üks, kaks, kolm...",,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0122--a)--Yks-kaks-kolm__trpil.mp3,29.48,,276
"ERA, Fon. 122 b",Pärliine,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0122--b)--Parliine__trpil.mp3,33.781,,277
"ERA, Fon. 122 c",Kassari,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0122--c)--Kassari__trpil.mp3,34.673,,278
"ERA, Fon. 122 d",Ingliska,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0122--d)--Ingliska__trpil.mp3,39.472,,279
"ERA, Fon. 122 e",Venetants,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0122--e)--Venetants__trpil.mp3,19.763,,280
"ERA, Fon. 123 a",Kupparimuori,Kupparimuori,,Q5,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",TR,ERA_Fon/FN-0123--a)--Kupparimuori__trpil.mp3,31.926,,281
"ERA, Fon. 123 b",Sabatants,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0123--b)--Sabatants__trpil.mp3,29.861,,282
"ERA, Fon. 123 c",Saajalugu 1,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0123--c)--Saajalugu-1__trpil.mp3,36.205,,283
"ERA, Fon. 123 d",Saajalugu 2,,,,1913,torupill,Jakob Ratsov,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0123--d)--Saajalugu-2__trpil.mp3,45.575,,284
"ERA, Fon. 125 a",Häälesättimine ja valts,,,,1913,torupill,Tõnu Eslon,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0125--a)--Haalesattimine_ja_valts__torupill.mp3,20.396,,285
"ERA, Fon. 125 b",Valts,,,,1913,torupill,Tõnu Eslon,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0125--b)--Valts__torupill.mp3,23.589,,286
"ERA, Fon. 125 c",Valts,,,,1913,torupill,Tõnu Eslon,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0125--c)--Valts__torupill.mp3,49.852,,287
"ERA, Fon. 125 d",Vana ranna valts,,,,1913,torupill,Tõnu Eslon,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0125--d)--Vana_ranna_valts__torupill.mp3,42.34,,288
"ERA, Fon. 125 e",Venetants,,,,1913,torupill,Tõnu Eslon,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0125--e)--Venetants__torupill.mp3,24.792,,289
"ERA, Fon. 126 a",Rätitants,,,,1913,torupill,Tõnu Eslon,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0126--a)--Ratitants__torupill.mp3,32.144,,290
"ERA, Fon. 126 b",Vuoritants,,,,1913,torupill,Tõnu Eslon,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0126--b)--Vuortants__torupill.mp3,38.558,,291
"ERA, Fon. 126 c","Ingliska, 18 sekundist Kassari (peaks olema d, aga on c teine pool)",,,,1913,torupill,Tõnu Eslon,Kuusalu khk.,,Armas Otto Väisänen,,,"ERA, Fon.",,ERA_Fon/FN-0126--c)--Ingliska__torupill.mp3,78.633,,292
